timestamp,day,fband,velocity,deviation,n_measurements
2024-02-14 00:30:00,2024-02-14,0.2,2000,2183,12
2024-02-14 00:30:00,2024-02-14,0.251,2900,1920,18
2024-02-14 01:30:00,2024-02-14,0.2,0,2639,12
2024-02-14 01:30:00,2024-02-14,0.251,1300,2609,33
2024-02-14 02:30:00,2024-02-14,0.2,1600,2623,15
2024-02-14 02:30:00,2024-02-14,0.251,1500,1977,46
2024-02-14 03:30:00,2024-02-14,0.2,0,894,8
2024-02-14 03:30:00,2024-02-14,0.251,0,1154,31
2024-02-14 04:30:00,2024-02-14,0.2,0,1210,17
2024-02-14 04:30:00,2024-02-14,0.251,0,1107,43
2024-02-14 05:30:00,2024-02-14,0.2,0,4076,19
2024-02-14 05:30:00,2024-02-14,0.251,0,7706,33
2024-02-14 06:30:00,2024-02-14,0.2,1800,1701,15
2024-02-14 06:30:00,2024-02-14,0.251,1700,7308,40
2024-02-14 07:30:00,2024-02-14,0.2,2500,10865,24
2024-02-14 07:30:00,2024-02-14,0.251,2300,590,20
2024-02-14 08:30:00,2024-02-14,0.2,3000,533,12
2024-02-14 08:30:00,2024-02-14,0.251,3000,456,36
2024-02-14 09:30:00,2024-02-14,0.2,3500,482,23
2024-02-14 09:30:00,2024-02-14,0.251,3400,594,22
2024-02-14 10:30:00,2024-02-14,0.2,3400,565,30
2024-02-14 10:30:00,2024-02-14,0.251,3300,519,37
2024-02-14 11:30:00,2024-02-14,0.2,3100,1882,23
2024-02-14 11:30:00,2024-02-14,0.251,3000,1173,37
2024-02-14 12:30:00,2024-02-14,0.2,4900,11447,25
2024-02-14 12:30:00,2024-02-14,0.251,4700,10191,29
2024-02-14 13:30:00,2024-02-14,0.2,5900,4061,23
2024-02-14 13:30:00,2024-02-14,0.251,5900,4038,24
2024-02-14 14:30:00,2024-02-14,0.2,5900,3192,22
2024-02-14 14:30:00,2024-02-14,0.251,5900,2727,27
2024-02-14 15:30:00,2024-02-14,0.2,5900,3807,38
2024-02-14 15:30:00,2024-02-14,0.251,5900,4139,29
2024-02-14 16:30:00,2024-02-14,0.158,5900,4528,5
2024-02-14 16:30:00,2024-02-14,0.2,5900,4540,23
2024-02-14 16:30:00,2024-02-14,0.251,5900,3108,32
2024-02-14 17:30:00,2024-02-14,0.2,3700,6056,26
2024-02-14 17:30:00,2024-02-14,0.251,5900,4878,34
2024-02-14 18:30:00,2024-02-14,0.2,2500,3693,30
2024-02-14 18:30:00,2024-02-14,0.251,2500,3236,31
2024-02-14 19:30:00,2024-02-14,0.2,0,4143,31
2024-02-14 19:30:00,2024-02-14,0.251,1000,2816,28
2024-02-14 20:30:00,2024-02-14,0.2,0,1860,27
2024-02-14 20:30:00,2024-02-14,0.251,400,1961,33
2024-02-14 21:30:00,2024-02-14,0.2,800,1128,23
2024-02-14 21:30:00,2024-02-14,0.251,0,768,38
2024-02-14 22:30:00,2024-02-14,0.2,0,1739,37
2024-02-14 22:30:00,2024-02-14,0.251,0,1943,31
2024-02-14 23:30:00,2024-02-14,0.2,0,1764,22
2024-02-14 23:30:00,2024-02-14,0.251,2000,2622,18
