timestamp,day,fband,velocity,deviation,n_measurements
2024-02-22 00:30:00,2024-02-22,0.1,2400,2420,33
2024-02-22 00:30:00,2024-02-22,0.126,1700,2038,62
2024-02-22 00:30:00,2024-02-22,0.158,1900,1575,58
2024-02-22 00:30:00,2024-02-22,0.2,2400,1602,60
2024-02-22 00:30:00,2024-02-22,0.251,2600,1816,53
2024-02-22 00:30:00,2024-02-22,0.316,1700,1496,8
2024-02-22 01:30:00,2024-02-22,0.1,2800,1506,39
2024-02-22 01:30:00,2024-02-22,0.126,1100,2468,65
2024-02-22 01:30:00,2024-02-22,0.158,800,1899,70
2024-02-22 01:30:00,2024-02-22,0.2,2000,2460,74
2024-02-22 01:30:00,2024-02-22,0.251,1500,2387,64
2024-02-22 01:30:00,2024-02-22,0.316,1000,2522,6
2024-02-22 02:30:00,2024-02-22,0.1,3100,2832,23
2024-02-22 02:30:00,2024-02-22,0.126,600,2028,67
2024-02-22 02:30:00,2024-02-22,0.158,700,2231,80
2024-02-22 02:30:00,2024-02-22,0.2,1400,2771,67
2024-02-22 02:30:00,2024-02-22,0.251,1900,2780,78
2024-02-22 02:30:00,2024-02-22,0.316,500,796,8
2024-02-22 03:30:00,2024-02-22,0.1,1600,3357,35
2024-02-22 03:30:00,2024-02-22,0.126,0,2620,66
2024-02-22 03:30:00,2024-02-22,0.158,900,2836,75
2024-02-22 03:30:00,2024-02-22,0.2,600,3093,70
2024-02-22 03:30:00,2024-02-22,0.251,900,2463,63
2024-02-22 03:30:00,2024-02-22,0.316,1200,2466,19
2024-02-22 04:30:00,2024-02-22,0.1,1500,3033,24
2024-02-22 04:30:00,2024-02-22,0.126,0,5533,66
2024-02-22 04:30:00,2024-02-22,0.158,0,3359,70
2024-02-22 04:30:00,2024-02-22,0.2,1000,3452,73
2024-02-22 04:30:00,2024-02-22,0.251,0,51998,79
2024-02-22 04:30:00,2024-02-22,0.316,0,10657,17
2024-02-22 05:30:00,2024-02-22,0.1,0,3808,19
2024-02-22 05:30:00,2024-02-22,0.126,0,39417,68
2024-02-22 05:30:00,2024-02-22,0.158,0,4926,73
2024-02-22 05:30:00,2024-02-22,0.2,400,3665,67
2024-02-22 05:30:00,2024-02-22,0.251,100,4708,78
2024-02-22 05:30:00,2024-02-22,0.316,0,4368,24
2024-02-22 06:30:00,2024-02-22,0.1,0,5547,19
2024-02-22 06:30:00,2024-02-22,0.126,0,29963,63
2024-02-22 06:30:00,2024-02-22,0.158,0,44232,70
2024-02-22 06:30:00,2024-02-22,0.2,0,4922,71
2024-02-22 06:30:00,2024-02-22,0.251,0,18462,84
2024-02-22 06:30:00,2024-02-22,0.316,0,7148,13
2024-02-22 07:30:00,2024-02-22,0.1,800,44538,18
2024-02-22 07:30:00,2024-02-22,0.126,300,33209,62
2024-02-22 07:30:00,2024-02-22,0.158,500,23956,78
2024-02-22 07:30:00,2024-02-22,0.2,800,23710,69
2024-02-22 07:30:00,2024-02-22,0.251,1200,21361,75
2024-02-22 07:30:00,2024-02-22,0.316,1000,35462,27
2024-02-22 08:30:00,2024-02-22,0.1,2300,2510,14
2024-02-22 08:30:00,2024-02-22,0.126,2500,3723,51
2024-02-22 08:30:00,2024-02-22,0.158,1500,19027,63
2024-02-22 08:30:00,2024-02-22,0.2,1100,48634,56
2024-02-22 08:30:00,2024-02-22,0.251,1800,51737,86
2024-02-22 08:30:00,2024-02-22,0.316,2000,2589,35
2024-02-22 09:30:00,2024-02-22,0.1,2200,47160,15
2024-02-22 09:30:00,2024-02-22,0.126,2800,52128,57
2024-02-22 09:30:00,2024-02-22,0.158,3000,16181,68
2024-02-22 09:30:00,2024-02-22,0.2,3100,4396,67
2024-02-22 09:30:00,2024-02-22,0.251,2400,20947,92
2024-02-22 09:30:00,2024-02-22,0.316,2600,13025,41
2024-02-22 10:30:00,2024-02-22,0.1,3800,3661,14
2024-02-22 10:30:00,2024-02-22,0.126,4300,2722,62
2024-02-22 10:30:00,2024-02-22,0.158,3600,2587,65
2024-02-22 10:30:00,2024-02-22,0.2,3900,10085,76
2024-02-22 10:30:00,2024-02-22,0.251,4000,10047,88
2024-02-22 10:30:00,2024-02-22,0.316,3900,10104,46
2024-02-22 11:30:00,2024-02-22,0.1,2800,3612,11
2024-02-22 11:30:00,2024-02-22,0.126,4000,3325,65
2024-02-22 11:30:00,2024-02-22,0.158,4200,1759,73
2024-02-22 11:30:00,2024-02-22,0.2,4100,1996,77
2024-02-22 11:30:00,2024-02-22,0.251,3700,2301,91
2024-02-22 11:30:00,2024-02-22,0.316,3900,5090,53
2024-02-22 12:30:00,2024-02-22,0.1,3500,4465,14
2024-02-22 12:30:00,2024-02-22,0.126,3800,1825,58
2024-02-22 12:30:00,2024-02-22,0.158,4300,1679,76
2024-02-22 12:30:00,2024-02-22,0.2,3900,1394,82
2024-02-22 12:30:00,2024-02-22,0.251,4100,1881,90
2024-02-22 12:30:00,2024-02-22,0.316,4200,1658,38
2024-02-22 13:30:00,2024-02-22,0.1,3100,546,6
2024-02-22 13:30:00,2024-02-22,0.126,3100,681,62
2024-02-22 13:30:00,2024-02-22,0.158,3200,1089,70
2024-02-22 13:30:00,2024-02-22,0.2,3200,1218,77
2024-02-22 13:30:00,2024-02-22,0.251,3100,33933,84
2024-02-22 13:30:00,2024-02-22,0.316,3000,3461,46
2024-02-22 14:30:00,2024-02-22,0.1,2400,259,8
2024-02-22 14:30:00,2024-02-22,0.126,2400,448,65
2024-02-22 14:30:00,2024-02-22,0.158,2500,891,72
2024-02-22 14:30:00,2024-02-22,0.2,2600,492,69
2024-02-22 14:30:00,2024-02-22,0.251,2600,836,96
2024-02-22 14:30:00,2024-02-22,0.316,2500,866,45
2024-02-22 15:30:00,2024-02-22,0.1,2900,822,6
2024-02-22 15:30:00,2024-02-22,0.126,2900,530,64
2024-02-22 15:30:00,2024-02-22,0.158,2900,642,83
2024-02-22 15:30:00,2024-02-22,0.2,2800,944,81
2024-02-22 15:30:00,2024-02-22,0.251,2700,693,88
2024-02-22 15:30:00,2024-02-22,0.316,2900,843,52
2024-02-22 16:30:00,2024-02-22,0.1,1800,1763,11
2024-02-22 16:30:00,2024-02-22,0.126,1900,1390,55
2024-02-22 16:30:00,2024-02-22,0.158,1900,2599,76
2024-02-22 16:30:00,2024-02-22,0.2,1900,1280,61
2024-02-22 16:30:00,2024-02-22,0.251,1800,1327,98
2024-02-22 16:30:00,2024-02-22,0.316,2000,1534,80
2024-02-22 16:30:00,2024-02-22,0.398,1100,1676,8
2024-02-22 17:30:00,2024-02-22,0.1,1700,1724,5
2024-02-22 17:30:00,2024-02-22,0.126,1400,46255,64
2024-02-22 17:30:00,2024-02-22,0.158,1400,27153,81
2024-02-22 17:30:00,2024-02-22,0.2,2300,4133,89
2024-02-22 17:30:00,2024-02-22,0.251,2400,4784,87
2024-02-22 17:30:00,2024-02-22,0.316,2200,2250,62
2024-02-22 18:30:00,2024-02-22,0.1,0,40269,18
2024-02-22 18:30:00,2024-02-22,0.126,1200,16224,49
2024-02-22 18:30:00,2024-02-22,0.158,2600,6012,58
2024-02-22 18:30:00,2024-02-22,0.2,2000,7160,77
2024-02-22 18:30:00,2024-02-22,0.251,0,55674,89
2024-02-22 18:30:00,2024-02-22,0.316,0,69300,71
2024-02-22 18:30:00,2024-02-22,0.398,600,10372,17
2024-02-22 19:30:00,2024-02-22,0.126,1300,5705,72
