timestamp,day,fband,velocity,deviation,n_measurements
2024-02-21 00:30:00,2024-02-21,0.1,0,248,51
2024-02-21 00:30:00,2024-02-21,0.126,0,365,67
2024-02-21 00:30:00,2024-02-21,0.158,0,386,60
2024-02-21 00:30:00,2024-02-21,0.2,0,348,18
2024-02-21 00:30:00,2024-02-21,0.251,200,588,18
2024-02-21 01:30:00,2024-02-21,0.1,0,579,54
2024-02-21 01:30:00,2024-02-21,0.126,0,451,67
2024-02-21 01:30:00,2024-02-21,0.158,0,517,63
2024-02-21 01:30:00,2024-02-21,0.2,100,480,29
2024-02-21 01:30:00,2024-02-21,0.251,0,509,17
2024-02-21 02:30:00,2024-02-21,0.1,100,616,54
2024-02-21 02:30:00,2024-02-21,0.126,200,438,68
2024-02-21 02:30:00,2024-02-21,0.158,200,504,68
2024-02-21 02:30:00,2024-02-21,0.2,500,633,27
2024-02-21 02:30:00,2024-02-21,0.251,0,520,35
2024-02-21 03:30:00,2024-02-21,0.1,600,447,54
2024-02-21 03:30:00,2024-02-21,0.126,500,410,67
2024-02-21 03:30:00,2024-02-21,0.158,600,541,65
2024-02-21 03:30:00,2024-02-21,0.2,400,557,31
2024-02-21 03:30:00,2024-02-21,0.251,800,569,39
2024-02-21 04:30:00,2024-02-21,0.1,1000,430,55
2024-02-21 04:30:00,2024-02-21,0.126,1100,357,72
2024-02-21 04:30:00,2024-02-21,0.158,1100,399,71
2024-02-21 04:30:00,2024-02-21,0.2,800,391,30
2024-02-21 04:30:00,2024-02-21,0.251,800,531,46
2024-02-21 05:30:00,2024-02-21,0.1,1100,249,56
2024-02-21 05:30:00,2024-02-21,0.126,1100,157,69
2024-02-21 05:30:00,2024-02-21,0.158,1200,234,62
2024-02-21 05:30:00,2024-02-21,0.2,1100,246,45
2024-02-21 05:30:00,2024-02-21,0.251,1200,352,47
2024-02-21 06:30:00,2024-02-21,0.1,1100,194,51
2024-02-21 06:30:00,2024-02-21,0.126,1100,260,70
2024-02-21 06:30:00,2024-02-21,0.158,1100,270,59
2024-02-21 06:30:00,2024-02-21,0.2,1100,253,37
2024-02-21 06:30:00,2024-02-21,0.251,1100,225,56
2024-02-21 07:30:00,2024-02-21,0.1,900,313,56
2024-02-21 07:30:00,2024-02-21,0.126,900,378,69
2024-02-21 07:30:00,2024-02-21,0.158,800,238,66
2024-02-21 07:30:00,2024-02-21,0.2,900,316,50
2024-02-21 07:30:00,2024-02-21,0.251,1000,361,52
2024-02-21 08:30:00,2024-02-21,0.1,500,359,52
2024-02-21 08:30:00,2024-02-21,0.126,600,444,72
2024-02-21 08:30:00,2024-02-21,0.158,600,467,62
2024-02-21 08:30:00,2024-02-21,0.2,600,419,38
2024-02-21 08:30:00,2024-02-21,0.251,600,509,54
2024-02-21 09:30:00,2024-02-21,0.1,800,1159,52
2024-02-21 09:30:00,2024-02-21,0.126,900,957,68
2024-02-21 09:30:00,2024-02-21,0.158,800,857,66
2024-02-21 09:30:00,2024-02-21,0.2,1500,1187,48
2024-02-21 09:30:00,2024-02-21,0.251,1100,1911,55
2024-02-21 10:30:00,2024-02-21,0.1,3300,69737,50
2024-02-21 10:30:00,2024-02-21,0.126,2400,17819,69
2024-02-21 10:30:00,2024-02-21,0.158,3100,13128,67
2024-02-21 10:30:00,2024-02-21,0.2,300,55045,50
2024-02-21 10:30:00,2024-02-21,0.251,0,67735,60
2024-02-21 10:30:00,2024-02-21,0.316,4200,4922,6
2024-02-21 11:30:00,2024-02-21,0.1,5900,58478,52
2024-02-21 11:30:00,2024-02-21,0.126,4700,121911,61
2024-02-21 11:30:00,2024-02-21,0.158,5900,83249,61
2024-02-21 11:30:00,2024-02-21,0.2,5900,65404,42
2024-02-21 11:30:00,2024-02-21,0.251,3800,165938,59
2024-02-21 12:30:00,2024-02-21,0.1,4200,3091,55
2024-02-21 12:30:00,2024-02-21,0.126,4300,1456,66
2024-02-21 12:30:00,2024-02-21,0.158,4000,1566,53
2024-02-21 12:30:00,2024-02-21,0.2,3900,1834,46
2024-02-21 12:30:00,2024-02-21,0.251,4300,2348,61
2024-02-21 12:30:00,2024-02-21,0.316,4700,1337,6
2024-02-21 13:30:00,2024-02-21,0.1,2900,913,55
2024-02-21 13:30:00,2024-02-21,0.126,2800,752,69
2024-02-21 13:30:00,2024-02-21,0.158,2700,654,50
2024-02-21 13:30:00,2024-02-21,0.2,2700,627,44
2024-02-21 13:30:00,2024-02-21,0.251,2800,940,65
2024-02-21 13:30:00,2024-02-21,0.316,2500,712,6
2024-02-21 14:30:00,2024-02-21,0.1,1400,749,51
2024-02-21 14:30:00,2024-02-21,0.126,1500,588,72
2024-02-21 14:30:00,2024-02-21,0.158,1300,702,69
2024-02-21 14:30:00,2024-02-21,0.2,1400,595,64
2024-02-21 14:30:00,2024-02-21,0.251,1600,630,72
2024-02-21 14:30:00,2024-02-21,0.316,1300,556,8
2024-02-21 15:30:00,2024-02-21,0.1,200,681,45
2024-02-21 15:30:00,2024-02-21,0.126,0,583,70
2024-02-21 15:30:00,2024-02-21,0.158,0,577,60
2024-02-21 15:30:00,2024-02-21,0.2,0,691,55
2024-02-21 15:30:00,2024-02-21,0.251,0,623,70
2024-02-21 15:30:00,2024-02-21,0.316,0,676,13
2024-02-21 16:30:00,2024-02-21,0.1,0,948,45
2024-02-21 16:30:00,2024-02-21,0.126,0,616,64
2024-02-21 16:30:00,2024-02-21,0.158,0,817,48
2024-02-21 16:30:00,2024-02-21,0.2,0,991,49
2024-02-21 16:30:00,2024-02-21,0.251,0,947,79
2024-02-21 16:30:00,2024-02-21,0.316,0,748,11
2024-02-21 17:30:00,2024-02-21,0.1,0,957,49
2024-02-21 17:30:00,2024-02-21,0.126,0,990,64
2024-02-21 17:30:00,2024-02-21,0.158,0,981,66
2024-02-21 17:30:00,2024-02-21,0.2,0,1081,65
2024-02-21 17:30:00,2024-02-21,0.251,400,1336,75
2024-02-21 17:30:00,2024-02-21,0.316,0,1087,7
2024-02-21 18:30:00,2024-02-21,0.1,0,1381,45
2024-02-21 18:30:00,2024-02-21,0.126,0,1303,63
2024-02-21 18:30:00,2024-02-21,0.158,0,1063,57
2024-02-21 18:30:00,2024-02-21,0.2,0,1198,61
2024-02-21 18:30:00,2024-02-21,0.251,0,1188,86
2024-02-21 18:30:00,2024-02-21,0.316,0,760,9
2024-02-21 19:30:00,2024-02-21,0.1,0,1509,33
2024-02-21 19:30:00,2024-02-21,0.126,0,805,67
2024-02-21 19:30:00,2024-02-21,0.158,100,1011,71
2024-02-21 19:30:00,2024-02-21,0.2,0,1064,63
2024-02-21 19:30:00,2024-02-21,0.251,0,1092,82
2024-02-21 19:30:00,2024-02-21,0.316,0,884,12
2024-02-21 20:30:00,2024-02-21,0.1,500,829,39
2024-02-21 20:30:00,2024-02-21,0.126,400,649,68
2024-02-21 20:30:00,2024-02-21,0.158,300,795,66
2024-02-21 20:30:00,2024-02-21,0.2,300,763,75
2024-02-21 20:30:00,2024-02-21,0.251,0,806,90
2024-02-21 20:30:00,2024-02-21,0.316,400,745,15
2024-02-21 21:30:00,2024-02-21,0.1,700,693,42
2024-02-21 21:30:00,2024-02-21,0.126,500,343,66
2024-02-21 21:30:00,2024-02-21,0.158,900,471,69
2024-02-21 21:30:00,2024-02-21,0.2,600,471,64
2024-02-21 21:30:00,2024-02-21,0.251,500,481,75
2024-02-21 21:30:00,2024-02-21,0.316,500,660,8
2024-02-21 22:30:00,2024-02-21,0.1,600,411,27
2024-02-21 22:30:00,2024-02-21,0.126,700,134,70
2024-02-21 22:30:00,2024-02-21,0.158,700,185,74
2024-02-21 22:30:00,2024-02-21,0.2,700,230,77
2024-02-21 22:30:00,2024-02-21,0.251,700,263,86
2024-02-21 22:30:00,2024-02-21,0.316,700,224,8
2024-02-21 23:30:00,2024-02-21,0.1,800,259,34
2024-02-21 23:30:00,2024-02-21,0.126,700,368,56
2024-02-21 23:30:00,2024-02-21,0.158,800,353,60
2024-02-21 23:30:00,2024-02-21,0.2,800,266,62
2024-02-21 23:30:00,2024-02-21,0.251,800,224,67
2024-02-21 23:30:00,2024-02-21,0.316,800,106,5
