timestamp,day,fband,velocity,deviation,n_measurements
2024-02-08 00:30:00,2024-02-08,0.2,4700,2293,21
2024-02-08 00:30:00,2024-02-08,0.251,5200,1748,35
2024-02-08 01:30:00,2024-02-08,0.2,5500,34512,39
2024-02-08 01:30:00,2024-02-08,0.251,5700,8165,60
2024-02-08 01:30:00,2024-02-08,0.316,4400,3007,7
2024-02-08 02:30:00,2024-02-08,0.2,4900,15754,43
2024-02-08 02:30:00,2024-02-08,0.251,3900,77781,78
2024-02-08 02:30:00,2024-02-08,0.316,3200,21460,7
2024-02-08 03:30:00,2024-02-08,0.2,0,157057,37
2024-02-08 03:30:00,2024-02-08,0.251,0,133382,61
2024-02-08 03:30:00,2024-02-08,0.316,4000,55613,6
2024-02-08 04:30:00,2024-02-08,0.2,0,131254,37
2024-02-08 04:30:00,2024-02-08,0.251,0,104584,64
2024-02-08 04:30:00,2024-02-08,0.316,4300,22519,5
2024-02-08 04:30:00,2024-02-08,1.0,4000,914,7
2024-02-08 05:30:00,2024-02-08,0.2,0,147939,47
2024-02-08 05:30:00,2024-02-08,0.251,0,164417,76
2024-02-08 05:30:00,2024-02-08,0.316,0,350482,5
2024-02-08 06:30:00,2024-02-08,0.2,0,169021,58
2024-02-08 06:30:00,2024-02-08,0.251,300,140574,63
2024-02-08 06:30:00,2024-02-08,0.316,4100,55373,12
2024-02-08 07:30:00,2024-02-08,0.2,3000,35080,66
2024-02-08 07:30:00,2024-02-08,0.251,2900,52417,73
2024-02-08 07:30:00,2024-02-08,0.316,3000,690,7
2024-02-08 08:30:00,2024-02-08,0.2,2500,49396,61
2024-02-08 08:30:00,2024-02-08,0.251,2400,1232,77
2024-02-08 08:30:00,2024-02-08,0.316,1900,3012,9
2024-02-08 09:30:00,2024-02-08,0.2,4600,15281,66
2024-02-08 09:30:00,2024-02-08,0.251,5400,47789,86
2024-02-08 09:30:00,2024-02-08,0.316,4400,4249,7
2024-02-08 10:30:00,2024-02-08,0.2,5900,4261,64
2024-02-08 10:30:00,2024-02-08,0.251,5900,5978,81
2024-02-08 10:30:00,2024-02-08,0.316,5900,34792,11
2024-02-08 11:30:00,2024-02-08,0.2,5900,5148,73
2024-02-08 11:30:00,2024-02-08,0.251,5900,5151,86
2024-02-08 12:30:00,2024-02-08,0.2,5600,4696,75
2024-02-08 12:30:00,2024-02-08,0.251,5400,3547,96
2024-02-08 12:30:00,2024-02-08,0.316,5200,1241,5
2024-02-08 13:30:00,2024-02-08,0.2,4500,42194,63
2024-02-08 13:30:00,2024-02-08,0.251,3400,5450,95
2024-02-08 13:30:00,2024-02-08,0.316,3100,7914,9
2024-02-08 14:30:00,2024-02-08,0.2,2800,769,89
2024-02-08 14:30:00,2024-02-08,0.251,2800,593,100
2024-02-08 14:30:00,2024-02-08,0.316,2400,679,17
2024-02-08 15:30:00,2024-02-08,0.158,5900,16750,5
2024-02-08 15:30:00,2024-02-08,0.2,5900,76682,75
2024-02-08 15:30:00,2024-02-08,0.251,5400,84289,91
2024-02-08 15:30:00,2024-02-08,0.316,4500,62048,31
2024-02-08 16:30:00,2024-02-08,0.158,3800,729,9
2024-02-08 16:30:00,2024-02-08,0.2,3300,1250,77
2024-02-08 16:30:00,2024-02-08,0.251,3700,1733,109
2024-02-08 16:30:00,2024-02-08,0.316,3900,1401,36
2024-02-08 17:30:00,2024-02-08,0.158,3000,4891,7
2024-02-08 17:30:00,2024-02-08,0.2,5000,53393,86
2024-02-08 17:30:00,2024-02-08,0.251,4600,26772,98
2024-02-08 17:30:00,2024-02-08,0.316,4100,4573,51
2024-02-08 18:30:00,2024-02-08,0.2,5700,56638,79
2024-02-08 18:30:00,2024-02-08,0.251,5900,34672,105
2024-02-08 18:30:00,2024-02-08,0.316,3900,4796,66
2024-02-08 19:30:00,2024-02-08,0.2,3100,98130,90
2024-02-08 19:30:00,2024-02-08,0.251,4200,8425,115
2024-02-08 19:30:00,2024-02-08,0.316,5200,82990,64
2024-02-08 20:30:00,2024-02-08,0.158,0,190992,11
2024-02-08 20:30:00,2024-02-08,0.2,1700,106315,94
2024-02-08 20:30:00,2024-02-08,0.251,1800,100368,115
2024-02-08 20:30:00,2024-02-08,0.316,2500,83411,61
2024-02-08 21:30:00,2024-02-08,0.158,3600,6909,14
2024-02-08 21:30:00,2024-02-08,0.2,300,50119,75
2024-02-08 21:30:00,2024-02-08,0.251,500,131095,114
2024-02-08 21:30:00,2024-02-08,0.316,500,82760,76
2024-02-08 22:30:00,2024-02-08,0.158,0,71520,12
2024-02-08 22:30:00,2024-02-08,0.2,2100,28578,87
2024-02-08 22:30:00,2024-02-08,0.251,800,60715,123
2024-02-08 22:30:00,2024-02-08,0.316,1500,52990,90
2024-02-08 23:30:00,2024-02-08,0.158,1800,2785,5
2024-02-08 23:30:00,2024-02-08,0.2,1400,28227,75
2024-02-08 23:30:00,2024-02-08,0.251,400,33403,101
2024-02-08 23:30:00,2024-02-08,0.316,300,58826,61
