timestamp,baz_max,baz_mid,baz_max_std,baz_mid_std,baz_max_mad,baz_mid_mad,count_max,count_mid
2024-01-23 00:30:00,283.0,274.0,23.0,28.0,106.0,92.0,88.0,73.0
2024-01-23 01:30:00,289.0,279.0,29.0,30.0,114.0,98.0,79.0,59.0
2024-01-23 02:30:00,271.0,265.0,44.0,40.0,90.0,80.0,53.0,42.0
2024-01-23 03:30:00,280.0,274.0,27.0,27.0,100.0,96.0,74.0,53.0
2024-01-23 04:30:00,277.0,280.0,30.0,25.0,95.0,100.0,81.0,67.0
2024-01-23 05:30:00,275.0,280.0,26.0,27.0,92.0,98.0,78.0,67.0
2024-01-23 06:30:00,284.0,277.0,26.0,27.0,106.0,97.0,84.0,66.0
2024-01-23 07:30:00,284.0,270.0,32.0,30.0,105.0,80.0,77.0,65.0
2024-01-23 08:30:00,279.0,275.0,28.0,27.0,102.0,98.0,82.0,66.0
2024-01-23 09:30:00,293.0,283.0,30.0,28.0,123.0,106.0,87.0,72.0
2024-01-23 10:30:00,282.0,287.0,25.0,28.0,106.0,112.0,84.0,69.0
2024-01-23 11:30:00,283.0,283.0,29.0,29.0,103.0,102.0,83.0,61.0
2024-01-23 12:30:00,280.0,255.0,28.0,27.0,102.0,54.0,84.0,66.0
2024-01-23 13:30:00,274.0,278.0,24.0,24.0,92.0,94.0,88.0,80.0
2024-01-23 14:30:00,276.0,279.0,24.0,23.0,94.0,104.0,95.0,78.0
2024-01-23 15:30:00,275.0,275.0,23.0,25.0,91.0,96.0,93.0,76.0
2024-01-23 16:30:00,284.0,282.0,26.0,24.0,106.0,106.0,101.0,86.0
2024-01-23 17:30:00,280.0,276.0,28.0,27.0,100.0,96.0,97.0,83.0
2024-01-23 18:30:00,281.0,267.0,31.0,28.0,102.0,80.0,82.0,67.0
2024-01-23 19:30:00,283.0,289.0,23.0,27.0,104.0,115.0,88.0,70.0
2024-01-23 20:30:00,299.0,277.0,29.0,32.0,121.0,98.0,70.0,57.0
2024-01-23 21:30:00,286.0,284.0,31.0,35.0,105.0,100.0,71.0,57.0
2024-01-23 22:30:00,281.0,293.0,21.0,28.0,104.0,123.0,75.0,64.0
2024-01-23 23:30:00,281.0,267.0,40.0,37.0,102.0,86.0,60.0,35.0
