timestamp,baz_max,baz_mid,baz_max_std,baz_mid_std,baz_max_mad,baz_mid_mad,count_max,count_mid
2024-01-21 00:30:00,301.0,285.0,20.0,22.0,136.0,104.0,79.0,52.0
2024-01-21 01:30:00,283.0,284.0,24.0,19.0,102.0,106.0,80.0,63.0
2024-01-21 02:30:00,289.0,285.0,24.0,23.0,110.0,108.0,82.0,54.0
2024-01-21 03:30:00,293.0,283.0,22.0,24.0,114.0,102.0,97.0,72.0
2024-01-21 04:30:00,283.0,262.0,21.0,25.0,105.0,74.0,97.0,77.0
2024-01-21 05:30:00,281.0,279.0,24.0,22.0,97.0,100.0,103.0,85.0
2024-01-21 06:30:00,280.0,298.0,23.0,27.0,100.0,128.0,106.0,85.0
2024-01-21 07:30:00,289.0,280.0,23.0,22.0,110.0,102.0,110.0,100.0
2024-01-21 08:30:00,286.0,275.0,29.0,26.0,107.0,90.0,102.0,83.0
2024-01-21 09:30:00,285.0,277.0,24.0,26.0,108.0,96.0,120.0,106.0
2024-01-21 10:30:00,284.0,294.0,25.0,26.0,102.0,120.0,92.0,77.0
2024-01-21 11:30:00,274.0,268.0,26.0,26.0,90.0,76.0,109.0,88.0
2024-01-21 12:30:00,280.0,266.0,27.0,25.0,103.0,80.0,117.0,103.0
2024-01-21 13:30:00,284.0,280.0,22.0,29.0,105.0,100.0,114.0,96.0
2024-01-21 14:30:00,286.0,286.0,19.0,22.0,106.0,106.0,122.0,110.0
2024-01-21 15:30:00,275.0,286.0,28.0,29.0,90.0,110.0,117.0,98.0
2024-01-21 16:30:00,268.0,282.0,25.0,29.0,82.0,106.0,116.0,109.0
2024-01-21 17:30:00,283.0,270.0,25.0,25.0,104.0,86.0,108.0,93.0
2024-01-21 18:30:00,281.0,282.0,21.0,27.0,101.0,106.0,120.0,102.0
2024-01-21 19:30:00,274.0,277.0,19.0,24.0,94.0,95.0,109.0,98.0
2024-01-21 20:30:00,280.0,278.0,23.0,28.0,102.0,98.0,135.0,118.0
2024-01-21 21:30:00,283.0,275.0,22.0,23.0,105.0,88.0,125.0,111.0
2024-01-21 22:30:00,292.0,281.0,20.0,22.0,120.0,98.0,127.0,115.0
2024-01-21 23:30:00,278.0,303.0,25.0,29.0,94.0,140.0,114.0,91.0
