timestamp,baz_max,baz_mid,baz_max_std,baz_mid_std,baz_max_mad,baz_mid_mad,count_max,count_mid
2024-01-26 00:30:00,296.0,289.0,39.0,26.0,122.0,112.0,54.0,36.0
2024-01-26 01:30:00,279.0,295.0,35.0,24.0,99.0,114.0,73.0,50.0
2024-01-26 02:30:00,294.0,287.0,31.0,25.0,115.0,106.0,78.0,60.0
2024-01-26 03:30:00,291.0,301.0,35.0,28.0,108.0,122.0,57.0,39.0
2024-01-26 04:30:00,278.0,300.0,28.0,27.0,83.0,126.0,94.0,79.0
2024-01-26 05:30:00,284.0,301.0,34.0,33.0,105.0,136.0,88.0,71.0
2024-01-26 06:30:00,291.0,295.0,24.0,25.0,110.0,114.0,82.0,65.0
2024-01-26 07:30:00,291.0,291.0,31.0,25.0,109.0,114.0,93.0,69.0
2024-01-26 08:30:00,295.0,286.0,31.0,27.0,119.0,102.0,96.0,76.0
2024-01-26 09:30:00,276.0,277.0,35.0,27.0,92.0,94.0,86.0,71.0
2024-01-26 10:30:00,287.0,292.0,29.0,29.0,107.0,116.0,87.0,65.0
2024-01-26 11:30:00,292.0,290.0,35.0,24.0,116.0,110.0,63.0,52.0
2024-01-26 12:30:00,277.0,284.0,32.0,30.0,83.0,102.0,57.0,47.0
2024-01-26 13:30:00,300.0,301.0,28.0,21.0,119.0,124.0,70.0,54.0
2024-01-26 14:30:00,296.0,304.0,40.0,33.0,118.0,132.0,40.0,27.0
2024-01-26 15:30:00,285.0,285.0,35.0,32.0,103.0,104.0,61.0,50.0
2024-01-26 16:30:00,281.0,286.0,34.0,31.0,103.0,102.0,64.0,48.0
2024-01-26 17:30:00,289.0,301.0,43.0,25.0,109.0,126.0,39.0,32.0
2024-01-26 18:30:00,301.0,281.0,49.0,21.0,124.0,96.0,30.0,21.0
2024-01-26 19:30:00,297.0,301.0,36.0,25.0,119.0,126.0,48.0,41.0
2024-01-26 20:30:00,299.0,286.0,34.0,29.0,125.0,106.0,101.0,75.0
2024-01-26 21:30:00,293.0,283.0,29.0,25.0,114.0,100.0,83.0,74.0
2024-01-26 22:30:00,293.0,290.0,32.0,29.0,111.0,108.0,95.0,76.0
2024-01-26 23:30:00,284.0,300.0,31.0,26.0,101.0,126.0,93.0,67.0
