timestamp,baz_max,baz_mid,baz_max_std,baz_mid_std,baz_max_mad,baz_mid_mad,count_max,count_mid
2024-01-03 00:30:00,300.0,297.0,45.0,50.0,99.0,116.0,13.0,6.0
2024-01-03 01:30:00,277.0,277.0,54.0,52.0,112.0,100.0,22.0,13.0
2024-01-03 02:30:00,302.0,305.0,54.0,39.0,111.0,132.0,21.0,14.0
2024-01-03 03:30:00,260.0,270.0,54.0,29.0,80.0,96.0,19.0,14.0
2024-01-03 04:30:00,320.0,281.0,37.0,27.0,140.0,99.0,34.0,24.0
2024-01-03 05:30:00,296.0,286.0,31.0,26.0,116.0,100.0,62.0,50.0
2024-01-03 06:30:00,293.0,287.0,24.0,22.0,110.0,108.0,54.0,43.0
2024-01-03 07:30:00,284.0,303.0,36.0,32.0,104.0,136.0,56.0,43.0
2024-01-03 08:30:00,297.0,284.0,32.0,30.0,122.0,106.0,59.0,45.0
2024-01-03 09:30:00,248.0,262.0,66.0,53.0,64.0,76.0,29.0,16.0
2024-01-03 10:30:00,284.0,283.0,57.0,37.0,114.0,100.0,24.0,15.0
2024-01-03 11:30:00,308.0,301.0,74.0,46.0,127.0,118.0,18.0,11.0
2024-01-03 12:30:00,279.0,275.0,38.0,26.0,96.0,94.0,28.0,23.0
2024-01-03 13:30:00,300.0,289.0,44.0,34.0,117.0,108.0,39.0,27.0
2024-01-03 14:30:00,282.0,279.0,35.0,33.0,102.0,95.0,55.0,44.0
2024-01-03 15:30:00,272.0,268.0,37.0,39.0,90.0,80.0,36.0,26.0
2024-01-03 16:30:00,266.0,266.0,35.0,30.0,82.0,86.0,51.0,41.0
2024-01-03 17:30:00,289.0,290.0,30.0,30.0,113.0,118.0,53.0,45.0
2024-01-03 18:30:00,270.0,269.0,34.0,31.0,91.0,88.0,59.0,46.0
2024-01-03 19:30:00,278.0,278.0,23.0,21.0,98.0,96.0,80.0,67.0
2024-01-03 20:30:00,279.0,265.0,38.0,24.0,100.0,72.0,50.0,39.0
2024-01-03 21:30:00,277.0,271.0,51.0,47.0,98.0,85.0,22.0,12.0
2024-01-03 22:30:00,278.0,295.0,46.0,33.0,96.0,114.0,30.0,18.0
2024-01-03 23:30:00,271.0,270.0,34.0,37.0,96.0,92.0,52.0,36.0
