timestamp,baz_max,baz_mid,baz_max_std,baz_mid_std,baz_max_mad,baz_mid_mad,count_max,count_mid
2024-01-02 00:30:00,283.0,282.0,32.0,25.0,106.0,106.0,88.0,66.0
2024-01-02 01:30:00,286.0,288.0,28.0,23.0,104.0,110.0,120.0,109.0
2024-01-02 02:30:00,272.0,268.0,28.0,24.0,79.0,70.0,103.0,86.0
2024-01-02 03:30:00,285.0,287.0,27.0,25.0,108.0,110.0,113.0,94.0
2024-01-02 04:30:00,282.0,304.0,36.0,31.0,102.0,132.0,100.0,80.0
2024-01-02 05:30:00,282.0,286.0,33.0,31.0,101.0,108.0,93.0,73.0
2024-01-02 06:30:00,278.0,295.0,35.0,29.0,94.0,116.0,59.0,51.0
2024-01-02 07:30:00,287.0,282.0,36.0,25.0,107.0,106.0,63.0,54.0
2024-01-02 08:30:00,279.0,294.0,33.0,29.0,90.0,117.0,29.0,22.0
2024-01-02 09:30:00,277.0,285.0,39.0,32.0,92.0,106.0,38.0,34.0
2024-01-02 10:30:00,280.0,283.0,32.0,27.0,102.0,99.0,62.0,48.0
2024-01-02 11:30:00,281.0,290.0,29.0,29.0,98.0,112.0,62.0,47.0
2024-01-02 12:30:00,284.0,288.0,33.0,26.0,104.0,112.0,59.0,41.0
2024-01-02 13:30:00,287.0,288.0,38.0,30.0,106.0,108.0,54.0,42.0
2024-01-02 14:30:00,272.0,282.0,29.0,24.0,95.0,102.0,67.0,58.0
2024-01-02 15:30:00,275.0,274.0,28.0,23.0,88.0,90.0,64.0,44.0
2024-01-02 16:30:00,272.0,268.0,56.0,37.0,86.0,91.0,32.0,21.0
2024-01-02 17:30:00,286.0,310.0,63.0,23.0,83.0,129.0,15.0,8.0
2024-01-02 18:30:00,285.0,,64.0,,107.0,,13.0,
2024-01-02 19:30:00,274.0,297.0,44.0,25.0,86.0,118.0,29.0,21.0
2024-01-02 20:30:00,290.0,301.0,71.0,69.0,95.0,126.0,27.0,17.0
2024-01-02 21:30:00,283.0,288.0,84.0,96.0,102.0,112.0,11.0,9.0
2024-01-02 22:30:00,227.0,298.0,78.0,64.0,58.0,110.0,12.0,8.0
2024-01-02 23:30:00,252.0,267.0,70.0,61.0,66.0,79.0,11.0,6.0
