timestamp,baz_max,baz_mid,baz_max_std,baz_mid_std,baz_max_mad,baz_mid_mad,count_max,count_mid
2024-01-29 00:30:00,304.0,305.0,30.0,32.0,124.0,122.0,66.0,54.0
2024-01-29 01:30:00,337.0,290.0,40.0,42.0,146.0,106.0,77.0,54.0
2024-01-29 02:30:00,332.0,328.0,37.0,46.0,145.0,131.0,59.0,36.0
2024-01-29 03:30:00,331.0,300.0,37.0,38.0,142.0,116.0,64.0,45.0
2024-01-29 04:30:00,329.0,323.0,41.0,37.0,141.0,142.0,66.0,44.0
2024-01-29 05:30:00,327.0,294.0,40.0,44.0,142.0,112.0,72.0,46.0
2024-01-29 06:30:00,328.0,320.0,31.0,36.0,144.0,138.0,70.0,53.0
2024-01-29 07:30:00,314.0,326.0,47.0,45.0,121.0,134.0,69.0,47.0
2024-01-29 08:30:00,333.0,306.0,38.0,39.0,142.0,120.0,68.0,49.0
2024-01-29 09:30:00,324.0,302.0,46.0,45.0,136.0,118.0,62.0,39.0
2024-01-29 10:30:00,344.0,372.0,50.0,45.0,152.0,166.0,78.0,58.0
2024-01-29 11:30:00,336.0,314.0,33.0,33.0,144.0,126.0,57.0,37.0
2024-01-29 12:30:00,352.0,332.0,32.0,47.0,162.0,125.0,58.0,34.0
2024-01-29 13:30:00,343.0,335.0,41.0,45.0,150.0,144.0,70.0,44.0
2024-01-29 14:30:00,348.0,368.0,35.0,35.0,153.0,166.0,72.0,45.0
2024-01-29 15:30:00,352.0,4.0,34.0,37.0,151.0,152.0,58.0,43.0
2024-01-29 16:30:00,339.0,328.0,28.0,40.0,148.0,134.0,72.0,49.0
2024-01-29 17:30:00,340.0,359.0,38.0,41.0,152.0,152.0,69.0,51.0
2024-01-29 18:30:00,340.0,294.0,44.0,43.0,142.0,102.0,60.0,39.0
2024-01-29 19:30:00,324.0,302.0,43.0,42.0,142.0,114.0,76.0,56.0
2024-01-29 20:30:00,342.0,293.0,50.0,44.0,144.0,93.0,57.0,42.0
2024-01-29 21:30:00,319.0,318.0,50.0,45.0,131.0,130.0,59.0,45.0
2024-01-29 22:30:00,332.0,320.0,62.0,61.0,132.0,124.0,75.0,58.0
2024-01-29 23:30:00,345.0,303.0,47.0,45.0,142.0,98.0,62.0,39.0
